userId,movieId,title,rating
0,2324,Life Is Beautiful (La Vita ̬ bella) (1997),
0,2916,Total Recall (1990),
0,68157,Inglourious Basterds (2009),
0,2011,Back to the Future Part II (1989),
0,2617,"Mummy, The (1999)",
0,2791,Airplane! (1980),
0,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),
0,141,"Birdcage, The (1996)",
0,1246,Dead Poets Society (1989),
0,1391,Mars Attacks! (1996),
0,1653,Gattaca (1997),
0,1307,When Harry Met Sally... (1989),
0,1393,Jerry Maguire (1996),
0,5218,Ice Age (2002),
0,95,Broken Arrow (1996),
0,410,Addams Family Values (1993),
0,904,Rear Window (1954),
0,1220,"Blues Brothers, The (1980)",
0,32587,Sin City (2005),
0,1101,Top Gun (1986),
0,1219,Psycho (1960),
0,3897,Almost Famous (2000),
0,16,Casino (1995),
0,788,"Nutty Professor, The (1996)",
0,300,Quiz Show (1994),
0,317,"Santa Clause, The (1994)",
0,442,Demolition Man (1993),
0,48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",
0,49272,Casino Royale (2006),
0,54286,"Bourne Ultimatum, The (2007)",
0,62,Mr. Holland's Opus (1995),
0,1676,Starship Troopers (1997),
0,2291,Edward Scissorhands (1990),
0,51662,300 (2007),
0,1247,"Graduate, The (1967)",
0,3052,Dogma (1999),
0,6934,"Matrix Revolutions, The (2003)",
0,8636,Spider-Man 2 (2004),
0,3751,Chicken Run (2000),
0,33493,Star Wars: Episode III - Revenge of the Sith (2005),
0,337,What's Eating Gilbert Grape (1993),
0,594,Snow White and the Seven Dwarfs (1937),
0,1573,Face/Off (1997),
0,1625,"Game, The (1997)",
0,3623,Mission: Impossible II (2000),
0,8874,Shaun of the Dead (2004),
0,46578,Little Miss Sunshine (2006),
0,25,Leaving Las Vegas (1995),
0,440,Dave (1993),
0,1225,Amadeus (1984),
0,2700,"South Park: Bigger, Longer and Uncut (1999)",
0,6333,X2: X-Men United (2003),
0,69122,"Hangover, The (2009)",
0,91529,"Dark Knight Rises, The (2012)",
0,2000,Lethal Weapon (1987),
0,2692,Run Lola Run (Lola rennt) (1998),
0,3175,Galaxy Quest (1999),
0,3481,High Fidelity (2000),
0,6016,City of God (Cidade de Deus) (2002),
0,8665,"Bourne Supremacy, The (2004)",
0,368,Maverick (1994),
0,1485,Liar Liar (1997),
0,6711,Lost in Translation (2003),
0,35836,"40-Year-Old Virgin, The (2005)",
0,3994,Unbreakable (2000),
0,109487,Interstellar (2014),
0,1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",
0,3977,Charlie's Angels (2000),
0,45722,Pirates of the Caribbean: Dead Man's Chest (2006),
0,50872,Ratatouille (2007),
0,1028,Mary Poppins (1964),
0,1079,"Fish Called Wanda, A (1988)",
0,6373,Bruce Almighty (2003),
0,40815,Harry Potter and the Goblet of Fire (2005),
0,63082,Slumdog Millionaire (2008),
0,99114,Django Unchained (2012),
0,11,"American President, The (1995)",
0,235,Ed Wood (1994),
0,474,In the Line of Fire (1993),
0,1407,Scream (1996),
0,2985,RoboCop (1987),
0,3408,Erin Brockovich (2000),
0,4034,Traffic (2000),
0,520,Robin Hood: Men in Tights (1993),
0,923,Citizen Kane (1941),
0,1278,Young Frankenstein (1974),
0,7147,Big Fish (2003),
0,89745,"Avengers, The (2012)",
0,48,Pocahontas (1995),
0,266,Legends of the Fall (1994),
0,1370,Die Hard 2 (1990),
0,1380,Grease (1978),
0,2054,"Honey, I Shrunk the Kids (1989)",
0,3753,"Patriot, The (2000)",
0,4979,"Royal Tenenbaums, The (2001)",
0,17,Sense and Sensibility (1995),
0,36,Dead Man Walking (1995),
0,1544,"Lost World: Jurassic Park, The (1997)",
0,2081,"Little Mermaid, The (1989)",
0,2353,Enemy of the State (1998),
0,2542,"Lock, Stock & Two Smoking Barrels (1998)",
0,4262,Scarface (1983),
0,74458,Shutter Island (2010),
0,163,Desperado (1995),
0,508,Philadelphia (1993),
0,1288,This Is Spinal Tap (1984),
0,6863,School of Rock (2003),
0,553,Tombstone (1993),
0,555,True Romance (1993),
0,653,Dragonheart (1996),
0,2194,"Untouchables, The (1987)",
0,4246,Bridget Jones's Diary (2001),
0,5481,Austin Powers in Goldmember (2002),
0,48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),
0,56367,Juno (2007),
0,70286,District 9 (2009),
0,353,"Crow, The (1994)",
0,786,Eraser (1996),
0,1035,"Sound of Music, The (1965)",
0,1234,"Sting, The (1973)",
0,1954,Rocky (1976),
0,2710,"Blair Witch Project, The (1999)",
0,4025,Miss Congeniality (2000),
0,1584,Contact (1997),
